Smiles,Standard Value,Standard Units,Molecule ChEMBL ID,value_nm,LogP,TPSA,MW,pIC50
CCOCCn1c(C(=O)C2CCN(CCC3(c4ccc(F)cc4)CCN(Cc4cc(OC)c(OC)c(OC)c4)C3=O)CC2)nc2ccccc21,6.6,nM,CHEMBL94906,6.6,5.893000000000007,95.36,686.825,8.18045606445813
O=C(O)CC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,125.7,nM,CHEMBL5555858,125.7,3.566900000000003,73.66,412.91700000000026,6.900664722314042
O=C(O)c1ccc(CCCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,64.51,nM,CHEMBL5558681,64.51,6.062300000000006,53.43,473.01600000000025,7.19037295810595
CC(C)(C(=O)O)c1ccccc1CCCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,44.18,nM,CHEMBL5567709,44.18,6.726300000000007,53.43,515.0970000000002,7.354774288464584
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,78.0,nM,CHEMBL914,78.0,5.510500000000006,81.0,501.66700000000014,7.107905397309519
Cn1c(N2CCCN(CCCN3c4ccccc4CCc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,54.0,nM,CHEMBL1774498,54.0,2.5502000000000002,91.02000000000001,531.6570000000004,7.267606240177032
CC(c1ccncc1)c1c(CCN(C)C)sc2ccccc12,23000.0,nM,CHEMBL1091790,23000.0,4.552200000000004,16.130000000000003,310.466,4.638272163982407
CN(C)CC1CC2c3ccccc3Cc3c(F)cccc3N2O1,1.738,nM,CHEMBL315834,1.738,3.5431000000000026,15.71,312.38800000000003,8.759950227887352
O=C(CCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1660.0,nM,CHEMBL116735,1660.0,5.793000000000006,23.550000000000004,480.5740000000001,5.779891911959945
CC(C)N(CC1CC2c3ccccc3Cc3ccccc3N2O1)C(C)C,151.36,nM,CHEMBL309904,151.36,4.961200000000005,15.71,350.5060000000001,6.819988880942282
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,9.977,nM,CHEMBL1172,9.977,4.018900000000002,24.92,310.8280000000001,8.00100002778168
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,4519.0,nM,CHEMBL1108,4519.0,3.6784000000000026,58.1,379.4350000000002,5.344957658668799
COC(=O)c1ccccc1OCCCn1c(C(=O)C2CCN(CCC3(c4ccccc4)CCN(C(=O)c4cc(OC)c(OC)c(OC)c4)C3)CC2)nc2ccccc21,994.0,nM,CHEMBL316705,994.0,7.086700000000008,121.66000000000003,788.9419999999999,6.002613615602686
CNC(=O)c1cccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,2560.0,nM,CHEMBL3805559,2560.0,4.365100000000004,67.6,425.50400000000013,5.59176003468815
Cn1c(N2CCCN(CCCN3c4ccccc4CCc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,70.0,nM,CHEMBL1774497,70.0,2.6213000000000006,91.02000000000001,517.6300000000003,7.154901959985743
CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,6000.0,nM,CHEMBL493677,6000.0,4.819400000000004,32.34,389.34200000000016,5.221848749616356
CC(C)Oc1cccc(CC(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc4c(c3)OCO4)C2)c1,6.6,nM,CHEMBL319535,6.6,7.437400000000009,86.13000000000001,730.881,8.18045606445813
CCOCCn1c(C(=O)C2CCN(CCC3(c4ccc(OC)c(OC)c4)CCN(C(=O)c4cc(OC)c(OC)c(OC)c4)C3)CC2)nc2ccccc21,6.2,nM,CHEMBL327888,6.2,5.884700000000007,113.82000000000002,728.887,8.207608310501746
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(C(=O)O)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC,4.47,nM,CHEMBL411691,4.47,6.577500000000008,123.43000000000002,730.862,8.349692476868064
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,1.0,nM,CHEMBL534,1.0,4.014400000000004,20.310000000000002,309.4340000000001,9.0
Cn1c(N2CCCN(CC/C=C3/c4ccccc4COc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,63.0,nM,CHEMBL1774504,63.0,2.708700000000001,97.00999999999999,516.5980000000003,7.200659450546418
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1.8,nM,CHEMBL511,1.8,2.658400000000001,28.6,285.391,8.744727494896694
Cn1c(N2CCN(CC/C=C3/c4ccccc4COc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,325.0,nM,CHEMBL1774503,325.0,2.3186,97.00999999999999,502.57100000000037,6.488116639021126
Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,160.0,nM,CHEMBL589390,160.0,3.883740000000002,21.060000000000002,319.4520000000001,6.795880017344075
c1nc(CCCCCCCCCCN2CCCC2)c[nH]1,398.11,nM,CHEMBL157217,398.11,4.168800000000004,31.92,277.4559999999999,6.399996913372259
COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(C(=O)O)cc4)CC3)CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C2)cc1OC,4.56,nM,CHEMBL273915,4.56,6.594700000000008,141.89,790.9140000000001,8.341035157335565
COc1ccc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc4c(c3)OCO4)C2)c(OC)c1OC,6.59,nM,CHEMBL94726,6.59,6.747100000000008,104.59000000000002,748.8519999999999,8.18111458540599
CN(C)CC1CC2c3cccc(C(F)(F)F)c3Cc3ccccc3N2O1,37.15,nM,CHEMBL83073,37.15,4.422800000000004,15.71,362.39500000000004,7.430041181903406
Cc1cc(N(C)C)nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(Cl)cc3)CC2)n1,800.0,nM,CHEMBL567791,800.0,3.6575200000000017,70.15,387.91500000000013,6.096910013008056
Cc1ccc(C(=O)N[C@H]2CC[C@@H](Nc3ncc(C)c(N(C)C)n3)CC2)cc1,170.0,nM,CHEMBL578170,170.0,3.312540000000002,70.15,367.4970000000001,6.769551078621726
Cc1cnc(N[C@H]2CC[C@@H](CNC(=O)c3ccc(F)c(F)c3)CC2)nc1N(C)C,920.0,nM,CHEMBL577904,920.0,3.5299200000000024,70.14999999999999,403.4770000000002,6.036212172654444
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccccn4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,6.36,nM,CHEMBL95125,6.36,7.58110000000001,99.02000000000001,756.731,8.196542884351587
CCOC(=O)CCCn1c(C(=O)C2CCN(CCC3(c4ccc(Cl)c(Cl)c4)CCN(C(=O)c4cc(OC)c(OC)c(OC)c4)C3)CC2)nc2ccccc21,6.02,nM,CHEMBL318369,6.02,7.481100000000009,112.43,779.7619999999998,8.220403508742175
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,12.59,nM,CHEMBL511,12.59,2.658400000000001,28.6,285.391,7.899974269892137
Cn1c(N2CCN(CC/C=C3/c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,84.0,nM,CHEMBL1774500,84.0,2.2475000000000005,97.00999999999999,516.5980000000004,7.075720713938118
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4cccnc4)CC3)(c3ccccc3)C2)cc(OC)c1OC,416.0,nM,CHEMBL330172,416.0,6.274300000000007,99.02000000000001,687.8410000000001,6.380906669373257
CN1CCc2c(c3cc(-c4cccnc4)ccc3n2CCc2ccccn2)C1,7160.0,nM,CHEMBL1783972,7160.0,4.328900000000003,33.95,368.4840000000002,5.145086977692144
Cc1ccccc1C(OCCN(C)C)c1ccccc1,1241.0,nM,CHEMBL900,1241.0,3.662620000000003,12.47,269.388,5.90622821850127
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,170.0,nM,CHEMBL998,170.0,4.887800000000005,42.43,382.89100000000025,6.769551078621726
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,1795.0,nM,CHEMBL451,1795.0,2.950700000000001,50.459999999999994,299.761,5.745935547085662
Cn1c(NCCCN2CCC(CN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,46.0,nM,CHEMBL563520,46.0,3.5991000000000017,99.81,535.6700000000004,7.337242168318426
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,78.0,nM,CHEMBL914,78.0,5.510500000000006,81.0,501.66700000000014,7.107905397309519
Cc1ccc2c(c1)c1c(n2CCc2ccccn2)CCN(C)C1,500.0,nM,CHEMBL1783954,500.0,3.5753200000000014,21.060000000000002,305.42500000000007,6.301029995663981
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,13.0,nM,CHEMBL715,13.0,3.4392200000000033,30.870000000000005,312.4420000000001,7.886056647693163
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,40.0,nM,CHEMBL726,40.0,4.308100000000003,29.950000000000003,437.5310000000002,7.3979400086720375
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(OCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,88.0,nM,CHEMBL563271,88.0,2.7525000000000013,100.25,551.6690000000003,7.055517327849832
Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,40.0,nM,CHEMBL559664,40.0,2.5261000000000005,91.02000000000001,521.6430000000004,7.3979400086720375
CN1CCc2c(c3ccccc3n2CCc2ccccn2)C1,930.0,nM,CHEMBL1783953,930.0,3.2669000000000015,21.060000000000002,291.398,6.031517051446065
OC(COc1ccccc1C(F)(F)F)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,81.78,nM,CHEMBL4565774,81.78,6.190000000000006,45.59,529.0020000000001,7.0873528937816825
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,15.0,nM,CHEMBL914,15.0,5.510500000000006,81.0,501.66700000000014,7.823908740944319
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,29406.0,nM,CHEMBL104,29406.0,5.376700000000004,17.82,344.845,4.531564047103727
Cc1ccc2c(c1)Cc1ccccc1N1OC(CN(C)C)CC21,15.85,nM,CHEMBL85155,15.85,3.7124200000000025,15.71,308.4250000000001,7.79997073344623
O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,11000.0,nM,CHEMBL1197564,11000.0,3.672200000000003,29.1,295.4069999999999,4.958607314841775
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1500000.0,nM,CHEMBL998,1500000.0,4.887800000000005,42.43,382.89100000000025,2.8239087409443187
O=C(O)c1cc(-c2cccc(COc3ccc4c(c3)CN(C3CCCC3)C4=O)c2)ccc1Cl,8150.0,nM,CHEMBL1651208,8150.0,6.182600000000005,66.84,461.9450000000003,5.088842391260023
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,3.2,nM,CHEMBL511,3.2,2.658400000000001,28.6,285.391,8.494850021680094
CN(C)CC1CC2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,16.98,nM,CHEMBL314107,16.98,3.6822000000000026,15.71,330.37800000000004,7.770062314092066
NCCc1c[nH]c(-c2cccc(C(F)(F)F)c2)n1,1000.0,nM,CHEMBL24665,1000.0,2.5967000000000002,54.7,255.24299999999997,6.0
N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,795.0,nM,CHEMBL326263,795.0,5.745480000000006,56.57,503.59300000000013,6.0996328713435295
CN(C)CCCN1c2ccccc2CCc2ccccc21,27.0,nM,CHEMBL11,27.0,3.8750000000000027,6.48,280.415,7.568636235841013
NCCCCCCCCCCCc1c[nH]cn1,251.19,nM,CHEMBL158352,251.19,3.421800000000002,54.7,237.391,6.599997654072044
CCOCCn1c(C(=O)C2CCN(CCC3(c4ccccc4)CCN(C(=O)c4cc(OC)c(OC)c(OC)c4)C3)CC2)nc2ccccc21,6.42,nM,CHEMBL322194,6.42,5.867500000000007,95.36000000000001,668.835,8.192464971931146
O=C(CCCc1ccccc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1930.0,nM,CHEMBL117537,1930.0,6.044000000000007,23.550000000000004,476.61100000000016,5.714442690992226
CN1CCN(C2=Nc3cc(F)ccc3Nc3ccc(F)cc32)CC1,1.0,nM,CHEMBL3609328,1.0,3.347500000000001,30.869999999999997,328.3660000000001,9.0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,46.77,nM,CHEMBL511,46.77,2.658400000000001,28.6,285.391,7.3300326300914955
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,10060.0,nM,CHEMBL1201207,10060.0,2.0127000000000006,141.36,472.44600000000025,4.997402019280091
COc1ccc(OCC(O)CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,11.97,nM,CHEMBL4581995,11.97,5.179800000000005,54.82,491.0310000000003,7.921905849593589
CCC1(C)CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)C(=O)C1,253.0,nM,CHEMBL4286717,253.0,4.368800000000005,43.86000000000001,427.6140000000002,6.5968794788241825
COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C2)cc1OC,6.48,nM,CHEMBL93556,6.48,7.0356000000000085,104.59000000000002,764.8950000000001,8.188424994129406
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.82,nM,CHEMBL511,0.82,2.658400000000001,28.6,285.391,9.086186147616283
OCCN1CCC(c2nc3ccccc3n2Cc2ccccn2)CC1,175.0,nM,CHEMBL5763459,175.0,2.651300000000001,54.18,336.4390000000001,6.756961951313706
COC(=O)COCCN1CCC(c2nc3ccccc3n2CCOc2ccccc2)CC1,195.0,nM,CHEMBL5963373,195.0,3.484300000000002,65.82000000000001,437.54000000000025,6.709965388637482
CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1F,972.0,nM,CHEMBL3805518,972.0,4.5042000000000035,67.6,443.49400000000014,6.012333735073725
COc1cccc(OCC(O)CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,8.14,nM,CHEMBL4451332,8.14,5.179800000000005,54.82,491.0310000000003,8.089375595110798
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,1.7,nM,CHEMBL4128926,1.7,5.755900000000005,125.46000000000001,583.7760000000004,8.769551078621726
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccco4)CC3)(c3ccccc3)C2)cc(OC)c1OC,293.0,nM,CHEMBL95127,293.0,6.472300000000008,99.27000000000001,676.8140000000002,6.533132379645891
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,147910.84,nM,CHEMBL596,147910.84,4.136700000000004,23.550000000000004,336.47900000000004,3.8299999965259595
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5[nH]4)CC3)(c3ccccc3)C2)cc(OC)c1OC,6.3,nM,CHEMBL330499,6.3,5.357600000000005,96.99000000000001,596.7280000000002,8.200659450546418
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCCCOc4ccccc4C(=O)O)CC3)(c3ccccc3)C2)cc(OC)c1OC,5.04,nM,CHEMBL430471,5.04,7.388400000000009,132.66,788.942,8.297569463554474
O=C(c1nc2ccccc2n1Cc1ccc(F)cc1)C1CCN(CCC2(c3ccc4c(c3)OCO4)CCN(C(=O)c3ccc(Cl)cc3Cl)C2)CC1,6.89,nM,CHEMBL96466,6.89,8.028100000000007,76.9,727.6640000000001,8.161780778092375
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5[nH]4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,6.39,nM,CHEMBL320003,6.39,6.6644000000000085,96.99000000000001,665.618,8.1944991418416
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1.9,nM,CHEMBL511,1.9,2.658400000000001,28.6,285.391,8.721246399047171
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(C(=O)O)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC.Cl,3420.0,nM,CHEMBL537027,3420.0,6.99930000000001,123.43000000000002,767.323,5.465973893943865
COc1ccc(CCN2CCC(=Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,7.33,nM,CHEMBL98076,7.33,5.643300000000005,42.65,456.5650000000002,8.134896025358872
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,6.55,nM,CHEMBL97357,6.55,8.325200000000008,86.13000000000001,773.7329999999998,8.183758700008218
Cn1c(C2=CCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,41.0,nM,CHEMBL551394,41.0,3.4932000000000007,87.78,518.6390000000004,7.3872161432802645
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,23.0,nM,CHEMBL559665,23.0,2.9162000000000017,91.02000000000001,535.6700000000004,7.638272163982407
CN1CCN2c3ccccc3Cc3ccccc3C2C1,3.388,nM,CHEMBL6437,3.388,3.0839000000000016,6.48,264.372,8.47005659834133
O=C(O)/C=C/C(=O)O.[2H]C([2H])(Cc1c[nH]c2ccccc12)N(C)C,340.0,nM,CHEMBL5398630,340.0,1.9838000000000002,93.62999999999998,306.3582035560001,6.468521082957745
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.0,nM,CHEMBL17157,1.0,6.445800000000008,43.7,471.6850000000001,9.0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1.5,nM,CHEMBL511,1.5,2.658400000000001,28.6,285.391,8.823908740944319
CNCC1CC2c3ccccc3Cc3ccccc3N2O1,10.72,nM,CHEMBL81485,10.72,3.0618000000000016,24.5,280.371,7.969805214643249
CN1CCc2c(c3cc(F)ccc3n2CCc2ccccc2)C1,131.0,nM,CHEMBL589148,131.0,4.011000000000003,8.17,308.40000000000003,6.882728704344236
Cc1ccc2c(c1)c1c(n2/C=C\c2ccccc2)CCN(C)C1,70.0,nM,CHEMBL605405,70.0,4.565520000000005,8.17,302.4210000000001,7.154901959985743
CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,13000.0,nM,CHEMBL3609372,13000.0,5.055900000000005,59.970000000000006,479.93400000000014,4.886056647693163
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc(F)cc3F)C2)cc(OC)c1OC,6.36,nM,CHEMBL264007,6.36,7.2966000000000095,86.13000000000001,740.823,8.196542884351587
CC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,100.0,nM,CHEMBL10971,100.0,4.277800000000004,33.2,352.8650000000001,7.0
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,160.0,nM,CHEMBL157138,160.0,2.841400000000001,51.370000000000005,338.45500000000015,6.795880017344075
O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cccn12,30.9,nM,CHEMBL4644352,30.9,3.452200000000002,45.78,425.5330000000002,7.510041520575165
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,4133.0,nM,CHEMBL19215,4133.0,4.064700000000003,46.50000000000001,403.5260000000002,5.383734594718292
COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,10000.0,nM,CHEMBL330366,10000.0,5.712300000000005,94.33000000000001,640.6080000000001,5.0
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,868.0,nM,CHEMBL85,868.0,3.5904200000000026,64.16,410.4930000000003,6.061480274823508
CN1CCc2c(c3ccccc3n2/C=C\c2ccccc2)C1,33.0,nM,CHEMBL599913,33.0,4.257100000000003,8.17,288.39400000000006,7.481486060122112
CC(C(=O)O)c1ccc2c(c1)N(CCCN1CCCN(c3cc(=O)n(C)c(=O)n3C)CC1)c1ccccc1CO2,128.0,nM,CHEMBL1774494,128.0,2.9050000000000002,100.25000000000001,547.6560000000002,6.892790030352131
Cn1c(N2CCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,255.0,nM,CHEMBL1774492,255.0,1.9538999999999995,100.25,519.6020000000004,6.5934598195660445
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCCOc4ccccc4C(=O)O)CC3)(c3ccccc3)C2)cc(OC)c1OC.Cl,9447.0,nM,CHEMBL542908,9447.0,7.4201000000000095,132.66,811.3760000000001,5.024706084643793
NCCCCCCCCCCc1c[nH]cn1,501.19,nM,CHEMBL94249,501.19,3.0317000000000016,54.7,223.364,6.299997602857746
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,99.0,nM,CHEMBL1113,99.0,3.4292000000000025,36.86,313.788,7.00436480540245
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,6.288,nM,CHEMBL1201353,6.288,3.8186000000000027,16.130000000000003,274.795,8.201487466968649
Cn1c(N2CCCN(CCCN3c4ccccc4COc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,41.0,nM,CHEMBL1774491,41.0,2.4151000000000007,100.25,519.6020000000003,7.3872161432802645
CN(C)CC1CC2c3c(cccc3C(F)(F)F)Cc3ccccc3N2O1,47.86,nM,CHEMBL84810,47.86,4.422800000000004,15.71,362.39500000000004,7.320027305722581
CN(C)CC1CC2c3cc(F)ccc3Cc3ccccc3N2O1,3.802,nM,CHEMBL314885,3.802,3.5431000000000026,15.71,312.38800000000003,8.419987887470576
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccccn4)CC3)(c3ccccc3)C2)cc(OC)c1OC,366.0,nM,CHEMBL96442,366.0,6.274300000000007,99.02000000000001,687.8410000000001,6.436518914605589
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(F)F.Cl,162.0,nM,CHEMBL4087132,162.0,4.438520000000005,41.370000000000005,481.0120000000002,6.790484985457369
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,22.0,nM,CHEMBL17157,22.0,6.445800000000008,43.7,471.6850000000001,7.657577319177793
COc1ccc(CCN2CCC(C(=O)c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,59.0,nM,CHEMBL95051,59.0,5.369700000000005,47.36,471.5760000000002,7.229147988357855
COC(=O)c1ccc(Cn2c(C(=O)C3CCN(CCC4(c5ccc(OC)c(OC)c5)CCN(C(=O)c5cc(OC)c(OC)c(OC)c5)C4)CC3)nc3ccccc32)cc1,6.02,nM,CHEMBL95243,6.02,6.6831000000000085,130.89000000000001,804.9409999999999,8.220403508742175
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,1.0,nM,CHEMBL1633,1.0,3.7262000000000013,94.91000000000001,425.5060000000002,9.0
Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(CCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,105.0,nM,CHEMBL560917,105.0,2.916200000000001,91.02000000000001,535.6700000000004,6.978810700930062
Cn1c(N2CCN(CCCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,35.0,nM,CHEMBL552057,35.0,2.987300000000001,91.02000000000001,521.6430000000004,7.455931955649724
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc(C(F)(F)F)cc3)C2)cc(OC)c1OC,473.0,nM,CHEMBL94834,473.0,8.03720000000001,86.13000000000001,772.84,6.325138859262188
COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccncc4)CC3)(c3ccccc3)C2)cc(OC)c1OC,285.0,nM,CHEMBL330719,285.0,6.274300000000007,99.02000000000001,687.8410000000001,6.54515513999149
CN1CCc2c(c3cc(Br)ccc3n2CCc2ccccn2)C1,120.0,nM,CHEMBL1783957,120.0,4.0294000000000025,21.060000000000002,370.29400000000015,6.920818753952375
CN1CCc2c(c3cc(F)ccc3n2CCc2ccncc2)C1,120.0,nM,CHEMBL1783967,120.0,3.4060000000000024,21.060000000000002,309.38800000000003,6.920818753952375
CN1CCc2c(c3cc(F)ccc3n2CCc2ccccn2)C1,610.0,nM,CHEMBL1783956,610.0,3.4060000000000024,21.060000000000002,309.38800000000003,6.214670164989233
CN1CCc2c(c3cc(F)ccc3n2CCc2cccnc2)C1,650.0,nM,CHEMBL1783961,650.0,3.4060000000000024,21.060000000000002,309.38800000000003,6.187086643357144
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,66.0,nM,CHEMBL505,66.0,3.8186000000000027,16.130000000000003,274.795,7.180456064458132
CCN(CC)CCCCCCn1c2ccccc2c(=O)c2ccccc21,3600.0,nM,CHEMBL491889,3600.0,5.056900000000005,25.240000000000002,350.5060000000001,5.443697499232712
Cc1cccc(C(=O)N[C@H]2CC[C@@H](Nc3ncc(C)c(N(C)C)n3)CC2)c1,1600.0,nM,CHEMBL567993,1600.0,3.312540000000002,70.15,367.4970000000002,5.795880017344075
CN1CCc2c(c3ccccc3n2CCc2cccnc2)C1,100.0,nM,CHEMBL1783959,100.0,3.2669000000000024,21.060000000000002,291.398,7.0
Cc1ccc(CCn2c3c(c4cc(F)ccc42)CN(C)CC3)cn1,110.0,nM,CHEMBL1783963,110.0,3.7144200000000023,21.060000000000002,323.41500000000013,6.958607314841775
CN1CCc2c(c3cc(C(F)(F)F)ccc3n2CCc2ccncc2)C1,220.0,nM,CHEMBL1783968,220.0,4.285700000000003,21.060000000000002,359.3950000000001,6.657577319177793
Cc1ccc2c(c1)c1c(n2CCc2cnccn2)CCN(C)C1,320.0,nM,CHEMBL1783970,320.0,2.970320000000001,33.95,306.41300000000007,6.494850021680094
COc1ccc2c(c1)c1c(n2CCc2ccncc2)CCN(C)C1,390.0,nM,CHEMBL1783966,390.0,3.275500000000002,30.29,321.42400000000015,6.4089353929735005
